"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","old_attribute","Benthic attribute *"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Acropora","Acropora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Algal Assemblage",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Algal Assemblage",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Amphiroa","Amphiroa"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Amphiroa","Amphiroa"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Cyphastrea","Cyphastrea"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Cyphastrea","Cyphastrea"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Dead Coral with Algae",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Dead Coral with Algae",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Dead coral",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Dead coral",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Diploastrea","Diploastrea"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Diploastrea","Diploastrea"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Echinophyllia","Echinophyllia"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Echinopora","Echinopora"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Euphyllia","Euphyllia"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Favia","Favia"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Favia","Favia"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Favites","Favites"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Fungia","Fungia"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Galaxea","Galaxea"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Galaxea","Galaxea"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Goniastrea","Goniastrea"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Goniastrea","Goniastrea"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Goniopora","Goniopora"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Goniopora","Goniopora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Halimeda","Halimeda"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Halimeda","Halimeda"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Lobophyllia","Lobophyllia"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Lobophyllia","Lobophyllia"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Merulina","Merulina"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Pachyseris","Pachyseris"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Pachyseris","Pachyseris"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Padina","Padina"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Pavona","Pavona"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Physogyra","Physogyra"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Platygyra","Platygyra"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Pocillopora","Pocillopora"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Pocillopora","Pocillopora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Porites","Porites"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Porites","Porites"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Psammocora","Psammocora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Rubble",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Sand",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Sargassum","Sargassum"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Seriatopora","Seriatopora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Silt",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Soft coral",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Soft coral",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Sponge",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Sponge",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Stylophora","Stylophora"
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Tape, wand, block",NA
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Tape, wand, block",NA
NA,"San Antonio","Managed Access",2022,6,26,10,2,"Turbinaria-coral","Turbinaria"
NA,"San Antonio","Managed Access",2022,6,26,8.5,2,"Turbinaria-coral","Turbinaria"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Actinotrichia",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Algal assemblage",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Astreopora","Astreopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Coralline algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Dead Coral with Algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Dictyota","Dictyota"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Diploastrea","Diploastrea"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Favia","Favia"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Goniastrea","Goniastrea"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Goniopora","Goniopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Halimeda","Halimeda"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Halymenia","Halymenia"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Heliopora","Heliopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Macroalgae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Montastrea","Montastrea"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Montipora","Montipora"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Pachyseris","Pachyseris"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Porites","Porites"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Rubble",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Sand",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Sargassum","Sargassum"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Soft coral",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Sponge",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Stylophora","Stylophora"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Turbinaria-algae","Turbinaria"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Turbinaria-coral","Turbinaria"
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"Turf algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,1,"WAND",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Actinotrichia",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Algal assemblage",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Astreopora","Astreopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Coralline algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Coscinaraea","Coscinaraea"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Dead Coral with Algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Dictyota","Dictyota"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Goniastrea","Goniastrea"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Goniopora","Goniopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Halimeda","Halimeda"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Macroalgae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Montipora","Montipora"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Porites","Porites"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Rubble",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Sand",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Silt",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Sponge",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Turbinaria-coral","Turbinaria"
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"Turf algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,2,"WAND",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Acropora","Acropora"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Actinotrichia",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Algal assemblage",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Coralline algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Dead Coral with Algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Favia","Favia"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Favites","Favites"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Goniastrea","Goniastrea"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Goniopora","Goniopora"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Halimeda","Halimeda"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Halymenia","Halymenia"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Macroalgae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Porites","Porites"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Rubble",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Sand",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Sargassum","Sargassum"
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Sponge",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"Turf algae",NA
NA,"Burgos MPA","Reserve",2022,3,25,10,3,"WAND",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Algal assemblage",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Echinophyllia","Echinophyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Fungia","Fungia"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Galaxea","Galaxea"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Herpolitha","Herpolitha"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Hydnophora","Hydnophora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Lobophyllia","Lobophyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Millepora","Millepora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Montipora","Montipora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Other animals",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Porites","Porites"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Rubble",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Sand",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Sea urchin",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Silt",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Soft coral",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Sponge",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"Stylophora","Stylophora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,1,"WAND",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Acropora","Acropora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Algal assemblage",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Ascidian",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Coralline algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Echinopora","Echinopora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Fungia","Fungia"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Galaxea","Galaxea"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Herpolitha","Herpolitha"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Merulina","Merulina"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Montipora","Montipora"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Porites","Porites"
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Rubble",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Sand",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Soft coral",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"Sponge",NA
NA,"Corregidor MPA","Reserve",2022,3,17,7,2,"WAND",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Acropora","Acropora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Algal assemblage",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Astreopora","Astreopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Coralline algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Coscinaraea","Coscinaraea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Dictyota","Dictyota"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Diploastrea","Diploastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Echinophyllia","Echinophyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Echinopora","Echinopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Favia","Favia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Favites","Favites"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Fungia","Fungia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Galaxea","Galaxea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Goniopora","Goniopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Halimeda","Halimeda"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Herpolitha","Herpolitha"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Hydnophora","Hydnophora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Macroalgae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Merulina","Merulina"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Pachyseris","Pachyseris"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Padina","Padina"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Platygyra","Platygyra"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Plerogyra","Plerogyra"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Porites","Porites"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Rubble",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Sand",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Soft coral",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Sponge",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"Turf algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,3,"WAND",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Acropora","Acropora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Algal assemblage",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Alveopora","Alveopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Astreopora","Astreopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Block",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Coralline algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Diploastrea","Diploastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Echinophyllia","Echinophyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Echinopora","Echinopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Favia","Favia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Fungia","Fungia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Galaxea","Galaxea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Goniopora","Goniopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Halimeda","Halimeda"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Hydnophora","Hydnophora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Lobophyllia","Lobophyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Macroalgae",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Merulina","Merulina"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Montipora","Montipora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Padina","Padina"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Platygyra","Platygyra"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Porites","Porites"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Rubble",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Sand",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Sandalolitha","Sandalolitha"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Soft coral",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Sponge",NA
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Stylophora","Stylophora"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"Symphyllia","Symphyllia"
NA,"Corregidor MPA","Reserve",2022,3,17,8.5,4,"WAND",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Acropora","Acropora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Algal assemblage",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Coralline algae",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Echinopora","Echinopora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Fungia","Fungia"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Goniopora","Goniopora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Halimeda","Halimeda"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Hydnophora","Hydnophora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Lobophyllia","Lobophyllia"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Millepora","Millepora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Montipora","Montipora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Platygyra","Platygyra"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Porites","Porites"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Rubble",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Sand",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Silt",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Sponge",NA
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"Stylophora","Stylophora"
NA,"Corregidor MPA","Reserve",NA,NA,NA,6.5,5,"WAND",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Acropora","Acropora"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Actinotrichia",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Algal assemblage",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Anemone",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Block",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Coralline algae",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Dictyota","Dictyota"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Euphyllia","Euphyllia"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Favia","Favia"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Favites","Favites"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Fungia","Fungia"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Galaxea","Galaxea"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Halimeda","Halimeda"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Hydnophora","Hydnophora"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Lobophyllia","Lobophyllia"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Macroalgae",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Merulina","Merulina"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Montipora","Montipora"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Pachyseris","Pachyseris"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Padina","Padina"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Platygyra","Platygyra"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Porites","Porites"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Rubble",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Sand",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Sponge",NA
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"Stylophora","Stylophora"
NA,"Corregidor MPA","Managed Access",NA,NA,NA,8,1,"WAND",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Actinotrichia",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Ascidian",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Astreopora","Astreopora"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Block",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Coralline algae",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Dead Coral with Algae",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Diploastrea","Diploastrea"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Echinopora","Echinopora"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Favia","Favia"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Favites","Favites"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Goniastrea","Goniastrea"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Halimeda","Halimeda"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Herpolitha","Herpolitha"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Lobophyllia","Lobophyllia"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Macroalgae",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Merulina","Merulina"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Millepora","Millepora"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Montipora","Montipora"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Padina","Padina"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Pocillopora","Pocillopora"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Porites","Porites"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Rubble",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Sand",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Sargassum","Sargassum"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Sea urchin",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"Sponge",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,2,"WAND",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Algal assemblage",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Block",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Coralline algae",NA
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Ctenactis","Ctenactis"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Cyphastrea","Cyphastrea"
NA,"Corregidor MPA","Managed Access",2022,3,18,8.5,3,"Dead Coral with Algae",NA
