"Methodology *","Site *","Management *","Sample date: Year *","Sample date: Month *","Sample date: Day *","Depth *","Transect number *","Benthic attribute *"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,"Lobophora"
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,NA
"photo transect","6","Reserve",2021,3,7,NA,1,"Thalassia hemprichii"
"photo transect","6","Reserve",2021,3,7,NA,1,"Thalassia testudinum"
"photo transect","6","Reserve",2021,3,7,NA,2,"Acropora cervicornis"
"photo transect","6","Reserve",2021,3,7,NA,2,"Acropora palmata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Millepora"
"photo transect","6","Reserve",2021,3,7,NA,2,"Agaricia"
"photo transect","6","Reserve",2021,3,7,NA,2,"Agaricia tenuifolia"
"photo transect","6","Reserve",2021,3,7,NA,2,"Colpophyllia natans"
"photo transect","6","Reserve",2021,3,7,NA,2,"Dendrogyra cylindrus"
"photo transect","6","Reserve",2021,3,7,NA,2,"Diploria labyrinthiformis"
"photo transect","6","Reserve",2021,3,7,NA,2,"Diploria stigosa"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Madracis auretenra"
"photo transect","6","Reserve",2021,3,7,NA,2,"Madracis decactis"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Montastrea"
"photo transect","6","Reserve",2021,3,7,NA,2,"Madracis"
"photo transect","6","Reserve",2021,3,7,NA,2,"Montastrea franksi"
"photo transect","6","Reserve",2021,3,7,NA,2,"Millepora alcicornis"
"photo transect","6","Reserve",2021,3,7,NA,2,"Millepora complanata"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Millepora"
"photo transect","6","Reserve",2021,3,7,NA,2,"Millepora"
"photo transect","6","Reserve",2021,3,7,NA,2,"Meandrina meandrites"
"photo transect","6","Reserve",2021,3,7,NA,2,"Montastrea annularis"
"photo transect","6","Reserve",2021,3,7,NA,2,"Montastrea"
"photo transect","6","Reserve",2021,3,7,NA,2,"Palythoa"
"photo transect","6","Reserve",2021,3,7,NA,2,"Porites astreoides"
"photo transect","6","Reserve",2021,3,7,NA,2,"Porites divaricata"
"photo transect","6","Reserve",2021,3,7,NA,2,"Porites furcata"
"photo transect","6","Reserve",2021,3,7,NA,2,"Porites"
"photo transect","6","Reserve",2021,3,7,NA,2,"Porites porites"
"photo transect","6","Reserve",2021,3,7,NA,2,"Pseudodiploria strigosa"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Siderastrea"
"photo transect","6","Reserve",2021,3,7,NA,2,"Stephanocoenia intersepta"
"photo transect","6","Reserve",2021,3,7,NA,2,"Eunicea"
"photo transect","6","Reserve",2021,3,7,NA,2,"Gorgonia"
"photo transect","6","Reserve",2021,3,7,NA,2,"Muricea"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Palythoa"
"photo transect","6","Reserve",2021,3,7,NA,2,"Plexaura"
"photo transect","6","Reserve",2021,3,7,NA,2,"Plexaurella"
"photo transect","6","Reserve",2021,3,7,NA,2,"Antillogorgia bipinnata"
"photo transect","6","Reserve",2021,3,7,NA,2,"Pseudoplexaura"
"photo transect","6","Reserve",2021,3,7,NA,2,"Pseudopterogorgia"
"photo transect","6","Reserve",2021,3,7,NA,2,"Amphimedon compressa"
"photo transect","6","Reserve",2021,3,7,NA,2,"Cliona"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","22","Reserve",2021,3,8,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Porites astreoides"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Dictyota"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Lobophora"
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,NA
"photo transect","6","Reserve",2021,3,7,NA,2,"Thalassia hemprichii"
"photo transect","6","Reserve",2021,3,7,NA,2,"Thalassia testudinum"
"photo transect","7","Reserve",2021,3,6,NA,1,"Acropora cervicornis"
"photo transect","7","Reserve",2021,3,6,NA,1,"Acropora palmata"
"photo transect","7","Reserve",2021,3,6,NA,1,"Agaricia"
"photo transect","7","Reserve",2021,3,6,NA,1,"Agaricia tenuifolia"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Colpophyllia natans"
"photo transect","7","Reserve",2021,3,6,NA,1,"Dendrogyra cylindrus"
"photo transect","7","Reserve",2021,3,6,NA,1,"Diploria labyrinthiformis"
"photo transect","7","Reserve",2021,3,6,NA,1,"Diploria stigosa"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Madracis auretenra"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Pseudopterogorgia"
"photo transect","7","Reserve",2021,3,6,NA,1,"Madracis decactis"
"photo transect","7","Reserve",2021,3,6,NA,1,"Madracis"
"photo transect","7","Reserve",2021,3,6,NA,1,"Montastrea franksi"
"photo transect","7","Reserve",2021,3,6,NA,1,"Millepora alcicornis"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Millepora complanata"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,1,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,1,"Meandrina meandrites"
"photo transect","7","Reserve",2021,3,6,NA,1,"Montastrea annularis"
"photo transect","7","Reserve",2021,3,6,NA,1,"Montastrea"
"photo transect","7","Reserve",2021,3,6,NA,1,"Palythoa"
"photo transect","7","Reserve",2021,3,6,NA,1,"Porites astreoides"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Porites divaricata"
"photo transect","7","Reserve",2021,3,6,NA,1,"Porites furcata"
"photo transect","7","Reserve",2021,3,6,NA,1,"Porites"
"photo transect","7","Reserve",2021,3,6,NA,1,"Porites porites"
"photo transect","7","Reserve",2021,3,6,NA,1,"Pseudodiploria strigosa"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Siderastrea"
"photo transect","7","Reserve",2021,3,6,NA,1,"Stephanocoenia intersepta"
"photo transect","7","Reserve",2021,3,6,NA,1,"Eunicea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Gorgonia"
"photo transect","7","Reserve",2021,3,6,NA,1,"Muricea"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Plexaura"
"photo transect","7","Reserve",2021,3,6,NA,1,"Plexaurella"
"photo transect","7","Reserve",2021,3,6,NA,1,"Antillogorgia bipinnata"
"photo transect","7","Reserve",2021,3,6,NA,1,"Pseudoplexaura"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Gorgonia"
"photo transect","7","Reserve",2021,3,6,NA,1,"Pseudopterogorgia"
"photo transect","7","Reserve",2021,3,6,NA,1,"Amphimedon compressa"
"photo transect","7","Reserve",2021,3,6,NA,1,"Cliona"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Dictyota"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,"Lobophora"
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Plexaura"
"photo transect","7","Reserve",2021,3,6,NA,1,"Thalassia hemprichii"
"photo transect","7","Reserve",2021,3,6,NA,1,"Thalassia testudinum"
"photo transect","7","Reserve",2021,3,6,NA,2,"Acropora cervicornis"
"photo transect","7","Reserve",2021,3,6,NA,2,"Acropora palmata"
"photo transect","7","Reserve",2021,3,6,NA,2,"Agaricia"
"photo transect","7","Reserve",2021,3,6,NA,2,"Agaricia tenuifolia"
"photo transect","7","Reserve",2021,3,6,NA,2,"Colpophyllia natans"
"photo transect","7","Reserve",2021,3,6,NA,2,"Dendrogyra cylindrus"
"photo transect","7","Reserve",2021,3,6,NA,2,"Diploria labyrinthiformis"
"photo transect","22","Reserve",2021,3,8,NA,1,"Plexaura"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Diploria stigosa"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Madracis auretenra"
"photo transect","7","Reserve",2021,3,6,NA,2,"Madracis decactis"
"photo transect","7","Reserve",2021,3,6,NA,2,"Madracis"
"photo transect","7","Reserve",2021,3,6,NA,2,"Montastrea franksi"
"photo transect","7","Reserve",2021,3,6,NA,2,"Millepora alcicornis"
"photo transect","7","Reserve",2021,3,6,NA,2,"Millepora complanata"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Diploria stigosa"
"photo transect","7","Reserve",2021,3,6,NA,2,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,2,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,2,"Meandrina meandrites"
"photo transect","7","Reserve",2021,3,6,NA,2,"Montastrea annularis"
"photo transect","7","Reserve",2021,3,6,NA,2,"Montastrea"
"photo transect","7","Reserve",2021,3,6,NA,2,"Palythoa"
"photo transect","7","Reserve",2021,3,6,NA,2,"Porites astreoides"
"photo transect","7","Reserve",2021,3,6,NA,2,"Porites divaricata"
"photo transect","7","Reserve",2021,3,6,NA,2,"Porites furcata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Siderastrea"
"photo transect","7","Reserve",2021,3,6,NA,2,"Porites"
"photo transect","7","Reserve",2021,3,6,NA,2,"Porites porites"
"photo transect","7","Reserve",2021,3,6,NA,2,"Pseudodiploria strigosa"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Siderastrea"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Stephanocoenia intersepta"
"photo transect","7","Reserve",2021,3,6,NA,2,"Eunicea"
"photo transect","7","Reserve",2021,3,6,NA,2,"Gorgonia"
"photo transect","7","Reserve",2021,3,6,NA,2,"Muricea"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Millepora alcicornis"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Plexaura"
"photo transect","7","Reserve",2021,3,6,NA,2,"Plexaurella"
"photo transect","7","Reserve",2021,3,6,NA,2,"Antillogorgia bipinnata"
"photo transect","7","Reserve",2021,3,6,NA,2,"Pseudoplexaura"
"photo transect","7","Reserve",2021,3,6,NA,2,"Pseudopterogorgia"
"photo transect","7","Reserve",2021,3,6,NA,2,"Amphimedon compressa"
"photo transect","7","Reserve",2021,3,6,NA,2,"Cliona"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Acropora palmata"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Pseudopterogorgia"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Dictyota"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Lobophora"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Cliona"
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,NA
"photo transect","7","Reserve",2021,3,6,NA,2,"Thalassia hemprichii"
"photo transect","7","Reserve",2021,3,6,NA,2,"Thalassia testudinum"
"photo transect","7","Reserve",2021,3,6,NA,3,"Acropora cervicornis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Acropora palmata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,4,"Antillogorgia bipinnata"
"photo transect","7","Reserve",2021,3,6,NA,3,"Agaricia"
"photo transect","7","Reserve",2021,3,6,NA,3,"Agaricia tenuifolia"
"photo transect","7","Reserve",2021,3,6,NA,3,"Colpophyllia natans"
"photo transect","7","Reserve",2021,3,6,NA,3,"Dendrogyra cylindrus"
"photo transect","7","Reserve",2021,3,6,NA,3,"Diploria labyrinthiformis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Diploria stigosa"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Madracis auretenra"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Agaricia tenuifolia"
"photo transect","7","Reserve",2021,3,6,NA,3,"Madracis decactis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Madracis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Montastrea franksi"
"photo transect","7","Reserve",2021,3,6,NA,3,"Millepora alcicornis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Millepora complanata"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,3,"Millepora"
"photo transect","7","Reserve",2021,3,6,NA,3,"Meandrina meandrites"
"photo transect","7","Reserve",2021,3,6,NA,3,"Montastrea annularis"
"photo transect","7","Reserve",2021,3,6,NA,3,"Montastrea"
"photo transect","7","Reserve",2021,3,6,NA,3,"Palythoa"
"photo transect","7","Reserve",2021,3,6,NA,3,"Porites astreoides"
"photo transect","7","Reserve",2021,3,6,NA,3,"Porites divaricata"
"photo transect","7","Reserve",2021,3,6,NA,3,"Porites furcata"
"photo transect","7","Reserve",2021,3,6,NA,3,"Porites"
"photo transect","MBPC-7","Reserve",NA,NA,NA,NA,3,"Palythoa"
"photo transect","7","Reserve",2021,3,6,NA,3,"Porites porites"
"photo transect","7","Reserve",2021,3,6,NA,3,"Pseudodiploria strigosa"
"photo transect","22","Reserve",2021,3,8,NA,1,"Plexaurella"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Dictyota"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Siderastrea"
"photo transect","7","Reserve",2021,3,6,NA,3,"Stephanocoenia intersepta"
"photo transect","7","Reserve",2021,3,6,NA,3,"Eunicea"
"photo transect","7","Reserve",2021,3,6,NA,3,"Gorgonia"
"photo transect","7","Reserve",2021,3,6,NA,3,"Muricea"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Plexaura"
"photo transect","7","Reserve",2021,3,6,NA,3,"Plexaurella"
"photo transect","7","Reserve",2021,3,6,NA,3,"Antillogorgia bipinnata"
"photo transect","7","Reserve",2021,3,6,NA,3,"Pseudoplexaura"
"photo transect","7","Reserve",2021,3,6,NA,3,"Pseudopterogorgia"
"photo transect","7","Reserve",2021,3,6,NA,3,"Amphimedon compressa"
"photo transect","7","Reserve",2021,3,6,NA,3,"Cliona"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Lobophora"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Dictyota"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Lobophora"
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,NA
"photo transect","7","Reserve",2021,3,6,NA,3,"Thalassia hemprichii"
"photo transect","7","Reserve",2021,3,6,NA,3,"Thalassia testudinum"
"photo transect","8","Reserve",2021,2,7,NA,1,"Acropora cervicornis"
"photo transect","8","Reserve",2021,2,7,NA,1,"Acropora palmata"
"photo transect","8","Reserve",2021,2,7,NA,1,"Agaricia"
"photo transect","8","Reserve",2021,2,7,NA,1,"Agaricia tenuifolia"
"photo transect","8","Reserve",2021,2,7,NA,1,"Colpophyllia natans"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Millepora"
"photo transect","8","Reserve",2021,2,7,NA,1,"Dendrogyra cylindrus"
"photo transect","8","Reserve",2021,2,7,NA,1,"Diploria labyrinthiformis"
"photo transect","8","Reserve",2021,2,7,NA,1,"Diploria stigosa"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Madracis auretenra"
"photo transect","8","Reserve",2021,2,7,NA,1,"Madracis decactis"
"photo transect","8","Reserve",2021,2,7,NA,1,"Madracis"
"photo transect","8","Reserve",2021,2,7,NA,1,"Montastrea franksi"
"photo transect","8","Reserve",2021,2,7,NA,1,"Millepora alcicornis"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Montastrea"
"photo transect","8","Reserve",2021,2,7,NA,1,"Millepora complanata"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Millepora"
"photo transect","8","Reserve",2021,2,7,NA,1,"Millepora"
"photo transect","8","Reserve",2021,2,7,NA,1,"Meandrina meandrites"
"photo transect","8","Reserve",2021,2,7,NA,1,"Montastrea annularis"
"photo transect","8","Reserve",2021,2,7,NA,1,"Montastrea"
"photo transect","8","Reserve",2021,2,7,NA,1,"Palythoa"
"photo transect","8","Reserve",2021,2,7,NA,1,"Porites astreoides"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Palythoa"
"photo transect","8","Reserve",2021,2,7,NA,1,"Porites divaricata"
"photo transect","8","Reserve",2021,2,7,NA,1,"Porites furcata"
"photo transect","8","Reserve",2021,2,7,NA,1,"Porites"
"photo transect","8","Reserve",2021,2,7,NA,1,"Porites porites"
"photo transect","8","Reserve",2021,2,7,NA,1,"Pseudodiploria strigosa"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Siderastrea"
"photo transect","8","Reserve",2021,2,7,NA,1,"Stephanocoenia intersepta"
"photo transect","8","Reserve",2021,2,7,NA,1,"Eunicea"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Gorgonia"
"photo transect","8","Reserve",2021,2,7,NA,1,"Muricea"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Plexaura"
"photo transect","8","Reserve",2021,2,7,NA,1,"Plexaurella"
"photo transect","8","Reserve",2021,2,7,NA,1,"Antillogorgia bipinnata"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Porites astreoides"
"photo transect","8","Reserve",2021,2,7,NA,1,"Pseudoplexaura"
"photo transect","8","Reserve",2021,2,7,NA,1,"Pseudopterogorgia"
"photo transect","8","Reserve",2021,2,7,NA,1,"Amphimedon compressa"
"photo transect","8","Reserve",2021,2,7,NA,1,"Cliona"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Dictyota"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Lobophora"
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","8","Reserve",2021,2,7,NA,1,NA
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
"photo transect","8","Reserve",2021,2,7,NA,1,"Thalassia hemprichii"
"photo transect","8","Reserve",2021,2,7,NA,1,"Thalassia testudinum"
"photo transect","8","Reserve",2021,3,7,NA,3,"Acropora cervicornis"
"photo transect","MBPC-8","Reserve",NA,NA,NA,NA,1,"Montastrea"
"photo transect","8","Reserve",2021,3,7,NA,3,"Acropora palmata"
"photo transect","8","Reserve",2021,3,7,NA,3,"Agaricia"
"photo transect","8","Reserve",2021,3,7,NA,3,"Agaricia tenuifolia"
"photo transect","8","Reserve",2021,3,7,NA,3,"Colpophyllia natans"
"photo transect","8","Reserve",2021,3,7,NA,3,"Dendrogyra cylindrus"
"photo transect","8","Reserve",2021,3,7,NA,3,"Diploria labyrinthiformis"
"photo transect","8","Reserve",2021,3,7,NA,3,"Diploria stigosa"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,"Agaricia"
"photo transect","8","Reserve",2021,3,7,NA,3,NA
"photo transect","8","Reserve",2021,3,7,NA,3,"Madracis auretenra"
"photo transect","8","Reserve",2021,3,7,NA,3,"Madracis decactis"
"photo transect","8","Reserve",2021,3,7,NA,3,"Madracis"
"photo transect","8","Reserve",2021,3,7,NA,3,"Montastrea franksi"
"photo transect","8","Reserve",2021,3,7,NA,3,"Millepora alcicornis"
"photo transect","8","Reserve",2021,3,7,NA,3,"Millepora complanata"
"photo transect","8","Reserve",2021,3,7,NA,3,NA
"photo transect","8","Reserve",2021,3,7,NA,3,"Millepora"
"photo transect","CAYO BLANCO","Reserve",NA,NA,NA,NA,5,NA
